站代號,類別,站名,縣市,鄉鎮區,地址,電話,服務中心,營業中,國道高速公路,無鉛92,無鉛95,無鉛98,酒精汽油,煤油,超柴,會員卡,刷卡自助,自助柴油站,電子發票,悠遊卡,一卡通,HappyCash,經度,緯度,營業時間,洗車類別,etag儲值時間,保養間時間
CC6212G73,加盟站,中庄,彰化縣,彰化市,中山路三段480號,(04)7377776,D412D,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,0,120.56634700000000,24.089665,00:00-24:00,,,
CC6212G74,加盟站,山隆彰興,彰化縣,埤頭鄉,彰水路二段928號,(04)8922011,D412D,TRUE,0,1,1,1,0,0,1,0,0,0,1,0,0,0,120.459096,23.879211000000000,06:00-21:00,,,
CC6212G77,加盟站,興安路,台中市,北屯區,文心路4段932號,(04)22331970,D4116,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.694079,24.170925,00:00-24:00,,,
CC6212G81,加盟站,順里發,台中市,后里區,墩北里甲后路一段1009號,(04)25579918,D412B,TRUE,0,1,1,1,0,0,1,1,1,0,0,0,0,0,120.708771,24.311075000000000,06:30-22:30,,,
CC6212G86,加盟站,彰秀,彰化縣,秀水鄉,彰水路1段283號,(04)7684999,D412D,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,0,120.50439300000000,24.041256000000000,00:00-24:00,,,
CC6212G87,加盟站,豐樂,台中市,北屯區,崇德路3段595號,(04)24223929,D4116,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.686271,24.194595,00:00-24:00,,,
CC6212G90,加盟站,草溪路,南投縣,草屯鎮,草溪路154之37號,(049)2312170,D412F,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.67229400000000,23.958631,00:00-24:00,,,
CC6212G91,加盟站,彰工,彰化縣,鹿港鎮,海埔里彰濱五路2段332號,(04)7780988,D412D,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.42232300000000,24.075002000000000,00:00-24:00,,,
CC6212G92,加盟站,頂番婆,彰化縣,鹿港鎮,彰頂路186號,(04)7715347,D412D,TRUE,0,1,1,1,0,0,1,1,1,1,1,0,0,0,120.485231,24.084591,00:00-24:00,,,
CC6212G93,加盟站,無憂,彰化縣,北斗鎮,五權里宮前街2之1號,(04)8884677,D412D,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,120.52656900000000,23.865927000000000,06:00-22:00,,,
CC6212G95,加盟站,元寶,台中市,大雅區,西寶里昌平路三段707號,(04)25603189,D412B,TRUE,0,1,1,1,0,0,1,1,0,0,0,0,0,0,120.66885000000000,24.214502,00:00-24:00,,,
CC6212G99,加盟站,新庄,彰化縣,田中鎮,東閔路二段389號,(04)8757168,D412D,TRUE,0,1,1,0,0,0,1,1,0,0,0,0,0,0,120.59662900000000,23.856331000000000,00:00-24:00,,,
CC6212H03,加盟站,恩光中清交流道,台中市,西屯區,環中路一段2490號,(04)24267111,D4116,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.656975,24.200714000000000,00:00-24:00,,,
CC6212H04,加盟站,福雅加油站,台中市,西屯區,林厝里福雅路693號,(04)24635458,D4116,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.628945,24.205742000000000,00:00-24:00,,,
CC6212H08,加盟站,新南投交流道,南投縣,南投市,華陽路258號,(049)2230256,D412F,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.68431100000000,23.918002000000000,06:00-23:00,,,
CC6212H09,加盟站,光田,彰化縣,二林鎮,中西里二城路802號,(04)8958015,D412D,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.36083860000000,23.890724600000000,06:00-21:00,,,
CC6212H10,加盟站,員立,彰化縣,員林市,浮圳路二段35號,(04)8334190,D412D,TRUE,0,1,1,1,0,0,1,0,0,0,1,0,0,0,120.5858078,23.9677355,06:00-22:00,,,
CC6212H11,加盟站,建發龍井交流道,台中市,龍井區,向上路6段637號,(04)26314648,D412B,TRUE,0,1,1,1,0,0,1,1,0,0,0,0,0,0,120.573525,24.185554,00:00-24:00,,,
CC6212H12,加盟站,好市多北台中,台中市,北屯區,敦富路368號,(04)3707)0168,D4116,TRUE,0,0,1,1,0,0,1,0,0,0,1,0,0,0,120.70687220000000,24.191215800000000,07:00-23:00,,,
CC6212H13,加盟站,豐勢交流道,台中市,豐原區,國豐路三段505號,(04)25271280,D412B,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.7478145,24.269656000000000,00:00-24:00,,,
CC6212H14,加盟站,明德195,台中市,石岡區,明德路195號,(04)25723877,D412B,TRUE,0,1,1,1,0,0,1,0,0,0,1,0,0,0,120.7719302,24.274858400000000,00:00-24:00,,,
CC6212H15,加盟站,建發沙鹿,台中市,沙鹿區,竹林里三⺠路31號,(04)26620955,D412B,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.6736482,24.1477358,00:00-24:00,,,
D2030,漁船站,和平島漁船站,基隆市,,中正區和一路41巷9號,(02)24622340,D2008,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.76742468726,25.154093898600000,09:00-17:00,,,
D2032,漁船站,八斗子漁船站,基隆市,,中正區漁港二街403號,(02)24691600,D2008,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.794644123871,25.144635809500000,08:30-16:30,,,
D2041,自營站,八堵加油加氣站,基隆市,暖暖區,八堵路158號,(02)24560524,D2008,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.72583333333300,25.104166666666700,00:00-24:00,,,
D2042,自營站,中正三路站,基隆市,中正區,中正路459號,(02)24622381,D2008,TRUE,0,1,1,1,0,0,0,1,0,0,1,1,1,1,121.7675,25.151666666666700,07:00-21:00,,,
D2044,自營站,祥豐街站,基隆市,中正區,祥豐街108號,(02)24627356,D2008,TRUE,0,1,1,1,0,0,1,1,1,1,1,1,1,1,121.76555555555600,25.143055555555600,07:00-21:00,,,
D2045,自營站,金山站,新北市,金山區,中山路385號,(02)24982553,D2008,TRUE,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.63361111111100,25.224722222222200,07:00-21:00,自助投幣式 ,,
D2046,自營站,萬里站,新北市,萬里區,龜吼里美崙31-1號,(02)24922019,D2008,TRUE,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.68722222222200,25.184444444444400,07:00-21:00,自助投幣式,,
D2047,自營站,六堵站,基隆市,七堵區,明德二路28號,(02)24512006,D2008,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.70416666666700,25.083888888888900,06:30-22:30,,,
D2048,自營站,瑞芳站,新北市,瑞芳區,中山路200號,(02)24972341,D2008,TRUE,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.80138888888900,25.106944444444400,07:00-22:00,自助投幣式,,
D2049,自營站,成功一路站,基隆市,仁愛區,成功一路105號,(02)24316683,D2008,TRUE,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.7375,25.126944444444400,00:00-24:00,精緻手工,,
D2050,自營站,西定路站,基隆市,中山區,西定路190號,(02)24226918,D2008,TRUE,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.73305555555600,25.136111111111100,07:00-21:00,自助投幣式,,
D2052,自營站,三芝站,新北市,三芝區,埔頭里31鄰埔頭15號,(02)26362403,D2008,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.49527777777800,25.259722222222200,07:00-21:00,,,
D2053,自營站,安樂站,基隆市,安樂區,麥金路441號,(02)24311788,D2008,TRUE,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.71888888888900,25.12638888888890,00:00-24:00,,,
D2054,自營站,澳底站,新北市,貢寮區,真理里美艷山街6-2號,(02)24901501,D2008,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.92861111111100,25.060833333333300,07:00-21:00,,,
D2055,自營站,海濱站,新北市,瑞芳區,海濱路157-2號,(02)24973124,D2008,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.82888888888900,25.121388888888900,07:00-21:00,,,
D2056,自營站,碇內站,基隆市,暖暖區,源遠路157號,(02)24577214,D2008,TRUE,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.74861111111100,25.098333333333300,00:00-24:00,,,
D2057,自營站,北寧路站,基隆市,中正區,北寧路37號,(02)24628621,D2008,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.77388888888900,25.151388888888900,07:00-23:00,,,
D2058,自營站,大武崙站,基隆市,安樂區,基金三路2-1號,(02)24321537,D2008,TRUE,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.70055555555600,25.148055555555600,07:00-22:00,,,
D2059,自營站,八德路站,基隆市,七堵區,八德路2-15號,(02)24562643,D2008,TRUE,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.72111111111100,25.101388888888900,07:00-22:00,,,
D2060,自營站,保長坑站,新北市,汐止區,大同路三段186-1號,(02)86485318,D2008,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.67416666666700,25.074444444444400,00:00-24:00,,,
D2061,自營站,東明路站,基隆市,信義區,東明路138號,(02)24660611,D2008,TRUE,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.75888888888900,25.128055555555600,00:00-24:00,洗車機,,
D2090,自營站,第一流動站,基隆市,仁愛區,成功一路107號,(02)24331155,D2008,TRUE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,121.7375,25.127222222222200,10:00-14:30,,,
D2140,自營站,中崙站,台北市,中山區,八德路二段214號,(02)27712548,D2108,TRUE,0,1,1,1,1,0,1,1,1,0,1,0,0,0,121.53972222222200,25.046388888888900,00:00-24:00,洗車機,09:00-19:00(星期一~星期五)09:00-17:00(星期六),09:00-17:00(一~五)、09:00-16:30(六)(日及國定例假日休息) TEL：02-87722824
D2141,自營站,三重重新路站,新北市,三重區,重新路五段495號,(02)29953683,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.4725,25.046944444444400,00:00-24:00,精緻手工,,
D2142,自營站,北投站,台北市,北投區,承德路七段384號,(02)28201203,D2108,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.50222222222200,25.119166666666700,00:00-24:00,精緻手工,,
D2144,自營站,基隆路站,台北市,大安區,基隆路二段162號,(02)27383992,D2108,TRUE,0,1,1,1,0,0,0,1,0,0,1,1,1,1,121.55583333333300,25.027777777777800,00:00-24:00,,,
D2146,自營站,汐止站,新北市,汐止區,大同路一段353號,(02)26412246,D2108,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.63944444444400,25.060000000000000,00:00-24:00,精緻手工,09:00-18:00(星期一~星期五))、09:00-17:00(星期六),09:00-17:30(一~五)、09:00-16:30(六)(日及國定例假日休息、週六隔週休請先電洽確認)
D2147,自營站,社子站,台北市,士林區,重慶北路四段198號,(02)28122647,D2108,TRUE,0,1,1,0,0,0,0,1,0,0,1,1,1,1,121.51166666666700,25.085000000000000,00:00-24:00,,,
D2149,自營站,民權西路站,台北市,大同區,民權西路194號,(02)25575809,D2108,TRUE,0,1,1,1,0,0,0,1,1,0,1,1,1,1,121.51416666666700,25.062777777777800,00:00-24:00,,,
D214F,自營站,菜寮站,新北市,三重區,重新路三段157號,(02)29843153,D211L,TRUE,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.48972222222200,25.058888888888900,00:00-24:00,,,
D214G,自營站,福林站 ,台北市,士林區,中山北路五段465號,(02)28812420,D2108,TRUE,0,1,1,1,1,0,1,1,1,0,1,1,1,1,121.5275,25.092500000000000,00:00-24:00,精緻手工、自助投幣,08:00-17:00(星期一~星期五),08:00-16:30(一~五)、09:00-16:30(六)(日及國定例假日休息)TEL：02-2
D214H,自營站,中央北路站,台北市,北投區,中央北路四段584號,(02)28913744,D2108,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.46611111111100,25.126944444444400,00:00-24:00,自助投幣式,,
D214J,自營站,寶橋站,新北市,新店區,寶橋路219號,(02)29111965,D211L,TRUE,0,1,1,1,0,1,0,1,1,0,1,1,1,1,121.54916666666700,24.977500000000000,00:00-24:00,精緻手工,,
D214K,自營站,龍安站,台北市,大安區,和平東路二段2號,(02)23631735,D2108,TRUE,0,1,1,1,0,0,0,1,1,0,1,1,1,1,121.53527777777800,25.025833333333300,00:00-24:00,精緻手工,09:00-18:00(星期一~星期五),
D214L,自營站,百齡四路加油加氣站,台北市,北投區,承德路六段427號,(02)28201427,D2108,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.51111111111100,25.108055555555600,00:00-24:00,,,
D214M,自營站,忠孝東路站,台北市,信義區,忠孝東路五段69號,(02)27622418,D2108,TRUE,0,1,1,1,0,0,0,1,1,0,1,1,1,1,121.56694444444400,25.041388888888900,00:00-24:00,,,
D214N,自營站,坪林站,新北市,坪林區,北宜路八段61號(21:00~22:00僅提供自助加油),(02)26656081,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.705,24.935555555555600,07:00-22:00,,,
D214R,自營站,內湖站,台北市,內湖區,民權東路六段50號,(02)27920678,D2108,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.58388888888900,25.06861111111110,00:00-24:00,精緻手工,08:00-20:00(星期一~星期五)09:00-17:00(星期六、日),09:00-17:00(一~五)、09:00-16:30(六)(日及國定例假日休息) TEL：02-87928673
D214T,自營站,八里站,新北市,八里區,中山路一段1號,(02)26104191,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.42305555555600,25.158888888888900,00:00-24:00,,,
D214X,自營站,西湖,台北市,內湖區,內湖路一段59號,(02)27992147,D2108,TRUE,0,0,1,1,0,0,0,1,1,0,1,1,1,1,121.56,25.085000000000000,07:00-23:00,,,
D214Z,自營站,新莊站,新北市,新莊區,中正路338號,(02)29965736,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.44527777777800,25.034722222222200,00:00-24:00,自助投幣式 ,09:00-18:00(星期一~星期五),
D2150,自營站,木柵站,台北市,文山區,木柵路三段2號,(02)29392990,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.56416666666700,24.988333333333300,00:00-24:00,,,
D2151,自營站,萬隆站,台北市,文山區,興隆路一段13號,(02)29312829,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.53944444444400,25.004444444444400,00:00-24:00,精緻手工,,
D2152,自營站,中和站,新北市,中和區,中和路260號,(02)22493364,D211L,TRUE,0,1,1,1,0,0,0,1,1,0,1,1,1,1,121.50777777777800,24.999444444444400,00:00-24:00,,,
D2153,自營站,淡水站,新北市,淡水區,中正東路1號,(02)26212343,D2108,TRUE,0,1,1,1,0,0,0,1,0,0,1,1,1,1,121.44555555555600,25.168611111111100,00:00-24:00,,,
D2154,自營站,金山南路站,台北市,大安區,金山南路二段77號,(02)23518346,D2108,TRUE,0,1,1,1,0,0,0,1,1,0,1,1,1,1,121.52722222222200,25.031388888888900,07:00-24:00,,,
D2156,自營站,陽明山站,台北市,士林區,陽明山格致路3號,(02)28616052,D2108,TRUE,0,1,1,1,0,0,0,1,0,0,1,1,1,1,121.54583333333300,25.135555555555600,00:00-24:00,,,
D2157,自營站,復興北路站,台北市,松山區,復興北路31號,(02)27112342,D2108,TRUE,0,1,1,1,0,0,0,1,1,0,1,1,1,1,121.54444444444400,25.049722222222200,07:00-23:00,,07:00-21:00(星期一~星期五)09:00-17:00(國定例假日),08:00-21:00(一~五)、09:00-16:30(六、日) TEL：02-27526530
D2158,自營站,泰山站,新北市,泰山區,泰林路二段424號,(02)29097921,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,121.42666666666700,25.064444444444400,07:00-22:00,,,
D2159,自營站,新生南路站,台北市,大安區,仁愛路三段1號,(02)27112316,D2108,TRUE,0,1,1,1,0,0,0,1,0,0,1,1,1,1,121.53333333333300,25.038611111111100,07:00-22:00,,,
D215A,自營站,屈尺站,新北市,新店區,新烏路2段202號,(02)26668137,D211L,TRUE,0,0,1,0,0,0,1,1,0,0,1,1,1,1,121.5475,24.916388888888900,07:00-22:00,,,
D215E,自營站,林口站,新北市,林口區,中山路１號,(02)26015017,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.39694444444400,25.077777777777800,00:00-24:00,,09:00-18:00(星期一~星期五),
D215H,自營站,板橋民族路站,新北市,板橋區,民族路90號,(02)29536247,D211L,TRUE,0,1,1,1,0,0,0,1,1,0,1,1,1,1,121.46361111111100,25.009166666666700,00:00-24:00,,,
D215J,自營站,南港站,台北市,南港區,南港路二段50號,(02)27822408,D2108,TRUE,0,1,1,1,1,0,1,1,1,0,1,1,1,1,121.60444444444400,25.054166666666700,00:00-24:00,洗車機,08:00-20:00(星期一~星期五)09:00-17:00(星期六),09:00-17:30(一~五)、09:00-16:30(隔週六)(日及國定例假日休息) TEL：02-26548830
D215K,自營站,蘆洲站,新北市,蘆洲區,三民路99號,(02)22812333,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.47333333333300,25.085277777777800,00:00-24:00,精緻手工,,
D215L,自營站,環河南路站,台北市,萬華區,環河南路二段274之2及177之1,(02)23040528,D2108,TRUE,0,1,1,0,0,0,1,1,1,0,1,1,1,1,121.49222222222200,25.032777777777800,00:00-24:00,,,
D215M,自營站,三峽站,新北市,三峽區,介壽路一段193號,(02)26711123,D211L,TRUE,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.37777777777800,24.930833333333300,00:00-24:00,自助投幣式,,
D215N,自營站,鶯歌站,新北市,鶯歌區,文化路152號,(02)26792944,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.35222222222200,24.950555555555600,00:00-24:00,精緻手工,09:00-17:00(星期一~星期六),09:00-17:00(一~五)、09:00-16:30(六)(日及國定例假日休息、週六隔週休請先電洽確認)
D215R,自營站,新店北新路站,新北市,新店區,北新路一段90號,(02)29180305,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.54194444444400,24.968611111111100,00:00-24:00,精緻手工,,
D215T,自營站,莒光路站,台北市,中正區,莒光路2號,(02)23028385,D2108,TRUE,0,1,1,1,0,0,0,1,1,0,1,1,1,1,121.50722222222200,25.031388888888900,00:00-24:00,精緻手工,,
D215V,自營站,泰新站,新北市,泰山區,新北大道五段1號,(02)29094220,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.4388888888890,25.051388888888900,00:00-24:00,精緻手工,09:00-18:00(星期一~星期五),09:00-17:00(一~五)、09:00-16:30(六)(日及國定例假日休息) TEL：02-85314278
D215W,自營站,東湖站,台北市,內湖區,康寧路三段225號,(02)26311524,D2108,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.61194444444400,25.067500000000000,07:00-22:00,精緻手工,,
D215X,自營站,新莊大漢橋站,新北市,新莊區,思源路41-1號,(02)29977573,D211L,TRUE,0,1,1,0,0,0,0,1,0,0,1,1,1,1,121.46000000000000,25.039722222222200,07:00-22:00,,,
D215Y,自營站,鶯桃路站,新北市,鶯歌區,建國路608號,(02)26792083,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.34055555555600,24.952777777777800,07:00-21:00,精緻手工,,
D215Z,自營站,三多站,新北市,樹林區,中正路433號,(02)26886405,D211L,TRUE,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.41527777777800,25.008611111111100,07:00-22:00,精緻手工,,
D2160,自營站,樹林站,新北市,樹林區,樹新路207號,(02)26812405,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.43000000000000,24.999444444444400,00:00-24:00,洗車機,09:00-18:00(星期一~星期五)09:00-17:00(星期六),09:00-17:00(一~五)、09:00-16:30(六)(日及國定例假日休息)
D2161,自營站,二重站,新北市,三重區,重新路五段652號,(02)29950790,D211L,TRUE,0,1,1,1,0,1,0,1,1,0,1,1,1,1,121.46805555555600,25.04388888888890,07:00-22:00,,,
D2162,自營站,桂林路站,台北市,萬華區,桂林路53號,(02)23819053,D2108,TRUE,0,1,1,1,1,0,0,1,1,0,1,1,1,1,121.50361111111100,25.038333333333300,07:00-22:00,,,
D2163,自營站,信義路站,台北市,大安區,信義路四段374號,(02)27081235,D2108,TRUE,0,1,1,1,1,0,0,1,1,0,1,1,1,1,121.55555555555600,25.033055555555600,00:00-24:00,,09:00-18:00(星期一~星期五)09:00-17:00(星期六),一~五(09:00-17:00)、六(09：00-16：30)(日及國定假日休息) TEL：02-27081235
D2164,自營站,汀州路站,台北市,中正區,汀州路三段１號,(02)23655595,D2108,TRUE,0,1,1,1,0,0,0,1,1,0,1,1,1,1,121.52583333333300,25.020555555555600,00:00-24:00,,,
D2165,自營站,民生東路站,台北市,松山區,三民路126號,(02)27671664,D2108,TRUE,0,1,1,1,1,0,0,1,1,0,1,1,1,1,121.56388888888900,25.059444444444400,00:00-24:00,,,
D2167,自營站,松山路站,台北市,信義區,松山路480號,(02)27297328,D2108,TRUE,0,1,1,1,0,0,0,1,0,0,1,1,1,1,121.5775,25.039722222222200,00:00-24:00,,,
D2168,自營站,文林路站,台北市,士林區,文林路100號,(02)28817934,D2108,TRUE,0,1,1,1,0,1,0,1,1,0,1,1,1,1,121.52611111111100,25.087500000000000,00:00-24:00,,,
D2169,自營站,富陽街站,台北市,大安區,富陽街129號,(02)27324229,D2108,TRUE,0,1,1,1,1,0,1,1,1,0,1,1,1,1,121.55694444444400,25.019166666666700,00:00-24:00,,09:00-18:00(星期一~星期五)09:00-17:00(星期六),09:00-17:00(一~五)、09:00-16:30(六)(日及國定例假日休息、週六隔週休請先電洽確認)
D216A,自營站,吉林路站,台北市,中山區,吉林路31號,(02)25417952,D2108,TRUE,0,1,1,0,0,0,0,1,0,0,1,1,1,1,121.53027777777800,25.050833333333300,07:00-22:00,,,
D216F,自營站,永和永利路站,新北市,永和區,永利路69號,(02)29212541,D211L,TRUE,0,1,1,1,0,0,0,1,1,0,1,1,1,1,121.51972222222200,25.005000000000000,00:00-24:00,,,
D216H,自營站,蘆洲中山二路站,新北市,蘆洲區,中山二路309號,(02)22859867,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.46888888888900,25.077222222222200,00:00-24:00,精緻手工,,
D216J,自營站,大埔站,新北市,三峽區,中正路二段165號,(02)26710050,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.36666666666700,24.91472222222220,07:00-23:00,精緻手工,,
D216K,自營站,五股工業區站,新北市,新莊區,五工路99-3號(周日營業時間:09~18),(02)22980057,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.4563888888890,25.064444444444400,07:00-22:00,精緻手工,,
D216L,自營站,大直站,台北市,中山區,明水路661號,(02)25320154,D2108,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.55055555555600,25.084444444444400,00:00-24:00,精緻手工,,
D216R,自營站,埔墘站,新北市,板橋區,中山路二段320號,(02)29553436,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.48083333333300,25.019444444444400,00:00-24:00,精緻手工,,
D216U,自營站,內湖麗山街站,台北市,內湖區,內湖路一段362號,(02)26577339,D2108,TRUE,0,1,1,1,0,1,1,1,1,0,1,1,1,1,121.57111111111100,25.081388888888900,00:00-24:00,精緻手工,,
D216V,自營站,淡海新市鎮站,新北市,淡水區,埤島里二鄰淡金路2段599號,(02)26228923,D2108,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.44611111111100,25.191944444444400,00:00-24:00,精緻手工,,
D216Y,自營站,安康加油加氣站,台北市,內湖區,安康路284號,(02)27909413,D2108,TRUE,0,1,1,0,0,0,1,1,0,0,1,1,1,1,121.60666666666700,25.064166666666700,07:00-23:00,精緻手工,,
D2170,自營站,五股站,新北市,五股區,中興路四段21號,(02)22917541,D211L,TRUE,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.4388888888890,25.0825,00:00-24:00,精緻手工,,
D2171,自營站,重陽路,新北市,三重區,忠孝路一段１號,(02)29718645,D211L,TRUE,0,1,1,1,0,0,0,1,0,0,1,1,1,1,121.49250000000000,25.071944444444400,00:00-24:00,,,
D2172,自營站,新生北路站,台北市,中山區,新生北路二段71號,(02)25815206,D2108,TRUE,0,1,1,1,0,0,0,1,1,0,1,1,1,1,121.52805555555600,25.056666666666700,00:00-24:00,精緻手工,09:00-18:00(星期一~星期五),09:00-17:00(一~五)、09:00-16:30(隔週六)(日及國定例假日休息) TEL：02-25683184
D2173,自營站,土城廣福路站,新北市,土城區,四川路１號,(02)89672580,D211L,TRUE,0,1,1,1,0,0,0,1,1,0,1,1,1,1,121.45583333333300,24.996111111111100,00:00-24:00,,,
D2174,自營站,土城站,新北市,土城區,中央路二段280號,(02)22602808,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.44083333333300,24.974166666666700,00:00-24:00,精緻手工,09:00-18:00(星期一~星期五)09:00-17:00(星期六),09:00-17:00(一~五)、09:00-16:30(隔週六)(日及國定例假日休息) TEL：02-29139092
D2176,自營站,光復北路站,台北市,松山區,光復北路13號,(02)27674900,D2108,TRUE,0,1,1,1,0,0,0,1,1,0,1,1,1,1,121.55805555555600,25.049444444444400,00:00-24:00,,,
D2177,自營站,大豐站,新北市,新店區,北新路二段205號,(02)29117053,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.54222222222200,24.978333333333300,00:00-24:00,洗車機,,09:00-17:00(一~五)、09:00-16:30(隔週六)(日及國定例假日休息) TEL：02-29139092
D2178,自營站,林森北路站,台北市,中正區,林森北路11號,(02)23410686,D2108,TRUE,0,1,1,1,1,0,0,1,1,0,1,0,0,0,121.52388888888900,25.045833333333300,00:00-24:00,,,
D2179,自營站,積穗站,新北市,中和區,中山路二段550號,(02)22219719,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.48361111111100,25.005000000000000,00:00-24:00,精緻手工,09:00-18:00(星期一~星期五)09:00-17:00(星期六),09:00-17:00(一~五)、09:00-16:30(隔週六)(日及國定例假日休息) TEL：02-22266493
D217F,自營站,新店中正路站,新北市,新店區,中正路470號,(02)22192678,D211L,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.53416666666700,24.980555555555600,00:00-24:00,精緻手工,,
D217J,自營站,蘆洲三民路站,新北市,蘆洲區,三民路550號,(02)22890485,D211L,TRUE,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.46194444444400,25.093055555555600,00:00-24:00,,,
D217K,自營站,濱江大直橋加油加氣站,台北市,松山區,濱江街373號,(02)25177975,D2108,TRUE,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.55194444444400,25.072500000000000,00:00-24:00,,,
D234C,自營站,武陵站,桃園市,桃園區,中山路1020號,(03)3604492,D2308,TRUE,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.28472222222200,24.988333333333300,00:00-24:00,洗車機,09:00-19:00(星期一~星期六),09:00-18:00(一~五)、09:00-17:00(六)(日及國定例假日休息) TEL：03-3785343
D234D,自營站,中山路站,桃園市,桃園區,中山路522號,(03)3323504,D2308,TRUE,0,1,1,1,0,0,0,1,0,0,1,1,1,1,121.3,24.992222222222200,00:00-24:00,,,
D234F,自營站,迴龍站,桃園市,龜山區        ,龍壽里萬壽路一段383號,(02)82093915,D2308,TRUE,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.40000000000000,25.016111111111100,00:00-24:00,,,
